keyword,tfidf,count
CMIP3 models,1.0,6
interquartile ranges,1.0,6
anthropogenic aerosol forcing,1.0,6
model resolution,1.0,6
partial pressure,1.0,6
NAM,1.0,6
teleconnection,1.0,6
Human Influence,1.0,5
mean,1.0,5
Internal variability,1.0,5
Pacific Walker circulation,1.0,5
global climate models,1.0,5
ocean heat content increase,1.0,5
land management,1.0,5
Northern Annular Mode,1.0,5
storm track,1.0,5
detection,1.0,5
temperature proxies,1.0,5
temperature reconstructions,1.0,5
GSAT changes,1.0,5
equatorial Pacific,1.0,5
proxy reconstructions,1.0,5
aerosol influence,1.0,5
hot extremes,1.0,5
subtropics,1.0,5
CMIP models,1.0,5
model errors,1.0,5
streamflow,1.0,5
AMIP simulations,1.0,5
global monsoon precipitation,1.0,5
Pacific,1.0,5
blocking frequency,1.0,5
SSWs,1.0,5
large ensemble simulations,1.0,5
surface mass balance,1.0,5
salinity,1.0,5
Atlantic Ocean,1.0,5
coupled climate models,1.0,5
model biases,1.0,5
leaf area index,1.0,5
SAM,1.0,5
summertime SAM,1.0,5
ENSO index,1.0,5
Atlantic Niño,1.0,5
global warming hiatus,1.0,5
Atlantic multidecadal variability,1.0,5
Global Monsoon,1.0,5
Atlantic meridional overturning circulation,1.0,5
Anthropogenic Aerosols,1.0,5
Earth System Model,1.0,5
Zwiers,1.0,5
Antarctic Sea Ice,1.0,5
CMIP5 models,0.9991000609188374,131
CMIP5,0.9956194793936753,274
internal variability,0.9921305851523864,117
CMIP3,0.9848998499691451,30
human influence,0.9821061900939322,77
anthropogenic forcing,0.9817491348828844,49
anthropogenic aerosols,0.9724536609494786,22
CMIP6,0.959741631693795,279
natural variability,0.9551035946601838,17
Southern Hemisphere,0.9485830221868845,30
AMV,0.9485830221868845,30
attribution,0.938498523888646,43
North Atlantic Oscillation,0.9308420439223877,17
greenhouse gases,0.9175816430072252,48
observations,0.9002994813061963,56
Southern Annular Mode,0.8991861789633765,16
seasonal cycle,0.8964443527204269,18
SST anomalies,0.8924249332828394,11
Indian Ocean,0.8896216531150212,13
Southern Ocean,0.8875557364942882,30
Climate Dynamics,0.8755784511102715,121
Earth Systems,0.8589592771380741,23
observational datasets,0.8506880169287204,9
austral summer,0.8506880169287204,9
Climate Models,0.8388146555034166,13
glaciers,0.8349268748068114,8
PMIP4,0.8317797749498941,10
teleconnections,0.811644436902806,17
ocean heat content,0.8108359056069186,14
Greenland Ice Sheet,0.7925782112338738,16
Northern Hemisphere,0.7883812298267435,29
satellite era,0.7829690851254508,7
stratosphere,0.7678886519154017,8
SST,0.7678886519154016,12
Last Interglacial,0.7562711956562799,9
seasonality,0.7395863719723785,11
Walker circulation,0.7334028726045252,12
Antarctic sea ice,0.7334028726045252,6
precipitation,0.7319482931640788,37
climate models,0.7305706455077438,53
ENSO,0.7016254123512714,23
AMOC,0.6946267701023305,33
Atlantic Meridional Overturning Circulation,0.6892737322029576,11
ozone,0.68804669563526,5
greenhouse gas concentrations,0.68804669563526,5
volcanic eruptions,0.6880466956352599,14
North Pacific,0.6685743508845461,6
ENSO variability,0.6685743508845461,6
sea surface temperature,0.668574350884546,9
satellite data,0.668574350884546,5
GSAT,0.6472585569941078,33
modelling,0.6435750858493667,15
Arctic sea ice,0.6386203766959055,12
data sources,0.6379788169602125,45
Earth system models,0.6348818231512003,13
water cycle,0.6199624387058903,5
climate simulations,0.6199624387058903,5
upper troposphere,0.618285292061183,7
Time series,0.618285292061183,7
aerosols,0.6109503068876745,20
Global Biogeochemical Cycles,0.6103990408845343,6
