chapter,keyword
Chapter_2,Atlantic overturning circulation
Chapter_2,relative sea level
Chapter_2,Marine Geology
Chapter_2,Argentina
Chapter_2,McManus
Chapter_2,Iran
Chapter_2,climate proxies
Chapter_2,Solar activity
Chapter_2,volcanic aerosol forcing
Chapter_2,global albedo
Chapter_2,northern stratospheric polar vortex
Chapter_2,Decadal means
Chapter_2,spring snow cover extent
Chapter_2,upper 30 m
Chapter_2,Ocean pH
Chapter_2,marine biosphere
Chapter_2,major terrestrial biomes
Chapter_2,cryospheric indicators
Chapter_2,Pacific longitudinal temperature gradient
Chapter_2,GMST estimate
Chapter_2,GMST estimates
Chapter_2,direct instrumental records
Chapter_2,tropical ocean modes
Chapter_2,methodological choices
Chapter_2,Northern high latitudes
Chapter_2,orbital configuration
Chapter_2,halogenated GHGs
Chapter_2,global mixing ratios
Chapter_2,sunspot numbers
Chapter_2,TSI time series
Chapter_2,1900 CE
Chapter_2,SAOD
Chapter_2,Cenozoic
Chapter_2,stomatal density
Chapter_2,terrestrial proxies
Chapter_2,IP6
Chapter_2,proxy types
Chapter_2,MP
Chapter_2,marine sediment records
Chapter_2,Holocene transition
Chapter_2,interglacial cycles
Chapter_2,early Holocene
Chapter_2,Nitrous oxide
Chapter_2,WMGHG
Chapter_2,O
Chapter_2,ODS
Chapter_2,Scientific Assessment
Chapter_2,SPARC
Chapter_2,foam blowing
Chapter_2,UCI network
Chapter_2,Halogenated Gases
Chapter_2,global lifetime
Chapter_2,sea surface temperature data products
Chapter_2,dynamical influences
Chapter_2,tropical mean SWV anomaly
Chapter_2,austral spring
Chapter_2,ozone hole
Chapter_2,zonal trends
Chapter_2,free tropospheric ozone
Chapter_2,significance
Chapter_2,Vertical bars
Chapter_2,eastern Europe
Chapter_2,MISR
Chapter_2,Spatially resolved trends
Chapter_2,CERES
Chapter_2,AODf
Chapter_2,pollen
Chapter_2,rapid adjustments
Chapter_2,surface humidity
Chapter_2,Biospheric indicators
Chapter_2,geological archives
Chapter_2,composite time series
Chapter_2,error range
Chapter_2,MCO
Chapter_2,SST estimates
Chapter_2,marine sediment cores
Chapter_2,GMST reconstructions
Chapter_2,marine proxies
Chapter_2,Holocene thermal maximum
Chapter_2,global reconstruction
Chapter_2,data sparse regions
Chapter_2,ERSSTv5
Chapter_2,Argo floats
Chapter_2,CLSAT
Chapter_2,CRU TS
Chapter_2,random uncertainties
Chapter_2,spatial scales
Chapter_2,Cowtan
Chapter_2,surface datasets
Chapter_2,extratropical Northern Hemisphere
Chapter_2,confidence ranges
Chapter_2,Trend values
Chapter_2,ordinary least squares
Chapter_2,hemispheric means
Chapter_2,AMSU
Chapter_2,data records
Chapter_2,RO
Chapter_2,climatological fields
Chapter_2,satellite datasets
Chapter_2,lower stratospheric temperatures
Chapter_2,boreal precipitation
Chapter_2,African tropics
Chapter_2,20CRv3
Chapter_2,SST observations
Chapter_2,radiosonde observations
Chapter_2,inhomogeneities
Chapter_2,Sahara
Chapter_2,precipitation datasets
Chapter_2,Indian ocean
Chapter_2,CFSR
Chapter_2,global streamflow trends
Chapter_2,westward shift
Chapter_2,eastern Pacific
Chapter_2,obliquity
Chapter_2,NH monsoons
Chapter_2,SH monsoons
Chapter_2,CMAP
Chapter_2,deep cyclones
Chapter_2,southern Indian Ocean
Chapter_2,stilling
Chapter_2,surface wind speed
Chapter_2,strong
Chapter_2,northern polar vortex
Chapter_2,location changes
Chapter_2,SH stratosphere polar vortex strength
Chapter_2,interpolation methods
Chapter_2,GSAT equivalent
Chapter_2,latent heat flux
Chapter_2,surface heat flux
Chapter_2,observational understanding
Chapter_2,Arctic Basin
Chapter_2,Canadian Arctic
Chapter_2,Direct observations
Chapter_2,airborne observations
Chapter_2,transpolar drift
Chapter_2,Operation IceBridge
Chapter_2,winter SIE
Chapter_2,Bellingshausen Sea
Chapter_2,Terrestrial Snow Cover
Chapter_2,western Eurasia
Chapter_2,surveyed glaciers
Chapter_2,glacial intensification
Chapter_2,peripheral glaciers
Chapter_2,warm climates
Chapter_2,West Antarctica
Chapter_2,5 ka
Chapter_2,Ter
Chapter_2,NE Arctic Russia
Chapter_2,permafrost zone
Chapter_2,permafrost aggradation
Chapter_2,northern North America
Chapter_2,Tibetan Plateau
Chapter_2,high elevation areas
Chapter_2,ground subsidence
Chapter_2,warming permafrost
Chapter_2,global mean thermosteric sea level
Chapter_2,Sediment cores
Chapter_2,regional cooling
Chapter_2,2000 m
Chapter_2,ventilation pathways
Chapter_2,glacials
Chapter_2,subpolar freshening
Chapter_2,acceleration rate
Chapter_2,consensus estimate
Chapter_2,Bahamas
Chapter_2,sediment loading
Chapter_2,GIA
Chapter_2,WCRP
Chapter_2,glacial intervals
Chapter_2,WBCs
Chapter_2,Atlantic Water
Chapter_2,ITF
Chapter_2,surface pH
Chapter_2,Biosphere
Chapter_2,oligotrophic gyres
Chapter_2,higher trophic levels
Chapter_2,plankton communities
Chapter_2,Phenology
Chapter_2,haddock
Chapter_2,northern shrimp
Chapter_2,sardine
Chapter_2,rhinoceros auklets
Chapter_2,grape harvest
Chapter_2,Fennoscandia
Chapter_2,satellite estimates
Chapter_2,extratropical NH
Chapter_2,treeline
Chapter_2,altered disturbance regimes
Chapter_2,terrestrial species
Chapter_2,marine species
Chapter_2,vegetation greenness
Chapter_2,temporal trends
Chapter_2,FAPAR
Chapter_2,paleoclimate proxy records
Chapter_2,control simulations
Chapter_2,terrestrial biomes
Chapter_2,Hydrological cycle
Chapter_2,late
Chapter_2,Patagonia
Chapter_2,ENSO proxies
Chapter_2,Southern Oscillation Index
Chapter_2,SOI
Chapter_2,ONI
Chapter_2,CP El Niño events
Chapter_2,seasonal evolution
Chapter_2,data uncertainties
Chapter_2,negative phase
Chapter_2,PDO
Chapter_2,teleconnection changes
Chapter_2,Late Pliocene
Chapter_2,Climate Studies
Chapter_2,lower stratospheric water vapour
Chapter_2,Norwegian Sea
Chapter_2,Agulhas Leakage
Chapter_2,glacial maximum
Chapter_2,late Pliocene
Chapter_2,Marine Ecology Progress Series
Chapter_2,Holocene climate change
Chapter_2,Operation IceBridge airborne data
Chapter_2,sudden stratospheric warming
Chapter_2,Geoscience
Chapter_2,global rivers
Chapter_2,multiple reanalysis datasets
Chapter_2,ECMWF
Chapter_2,Holocene ENSO evolution
Chapter_2,Growing Season Length
Chapter_2,Spatiotemporal variability
Chapter_2,McMan
Chapter_2,extreme weather
Chapter_2,deep ocean temperature
Chapter_2,coral record
Chapter_2,Global Streamflow Indices and Metadata Archive
Chapter_2,Data Systems
Chapter_2,Global Marine Ecological Status Report
Chapter_2,stratospheric sudden warming
Chapter_2,Boron Isotopes
Chapter_2,Foraminifera
Chapter_2,Atlantic overturning
Chapter_2,autumn phenology
Chapter_2,Indian Ocean Dipoles
Chapter_2,Boron Isotope Proxy
Chapter_2,Holocene climate
Chapter_2,Paleoc
Chapter_2,driving mechanisms
Chapter_2,Antarctic sea ice trends
Chapter_2,Extended Reconstructed Sea Surface Temperature Version 4
Chapter_2,East Asian Summer Monsoon
Chapter_2,Marine Micropaleontology
Chapter_2,dust flux
Chapter_2,Global Oceans
Chapter_2,sampling uncertainties
Chapter_2,Norwegian Arctic
Chapter_2,West Greenland
Chapter_2,Late Quaternary
Chapter_2,Salinity
Chapter_2,Stratospheric Temperature Trends
Chapter_2,Barriopedro
Chapter_2,Permafrost Thermal State
Chapter_2,Holocene glacier fluctuations
Chapter_2,iceberg discharge
Chapter_2,snow accumulation
Chapter_2,Terrestrial Permafrost
Chapter_2,UTLS
Chapter_2,Quaternary Science
Chapter_2,Total Column Water Vapor
Chapter_2,Indonesian Seas
Chapter_2,major
Chapter_2,Arctic Amplification
Chapter_2,vegetation phenology
Chapter_2,Kuroshio
Chapter_2,Daoyi Gong
Chapter_2,Nnamchi
Chapter_2,Overseas citizen
Chapter_2,Smith
Chapter_2,Denise
Chapter_2,Burke
Chapter_2,Timothy Dunkerton
Chapter_2,Edwards
Chapter_2,Yongyun Hu
Chapter_2,Hurst
Chapter_2,Keenlyside
Chapter_2,John Kennedy
Chapter_2,Elizabeth Kent
Chapter_2,Austria
Chapter_2,Marshall
Chapter_2,Shayne McGregor
Chapter_2,Alan Mix
Chapter_2,Studholme
Chapter_2,Smyth
Chapter_2,climate system drivers
Chapter_2,proxy information
Chapter_2,target proxy periods
Chapter_2,Climate System Drivers
Chapter_2,Climate system drivers
Chapter_2,Positive ERF values
Chapter_2,warming influence
Chapter_2,negative ERF values
Chapter_2,cooling influence
Chapter_2,halogenated components
Chapter_2,Tropospheric aerosol concentrations
Chapter_2,Aerosol optical depth
Chapter_2,free tropospheric ozone increases
Chapter_2,ozone column ERF
Chapter_2,stratospheric water vapour change
Chapter_2,Biophysical effects
Chapter_2,expanded uncertainty
Chapter_2,quantification
Chapter_2,Relative humidity
Chapter_2,Observational uncertainty
Chapter_2,Global monsoon precipitation
Chapter_2,Arctic sea ice coverage levels
Chapter_2,March
Chapter_2,terrestrial cryosphere
Chapter_2,Deoxygenation
Chapter_2,open ocean regions
Chapter_2,ocean geochemistry
Chapter_2,marine food web
Chapter_2,Global marine primary production
Chapter_2,Northern Hemisphere latitudinal temperature gradient
Chapter_2,past climate states
Chapter_2,polar annular modes
Chapter_2,increased zonality
Chapter_2,observed extremes
Chapter_2,visual abstract
Chapter_2,reanalysis data products
Chapter_2,Annex I
Chapter_2,summary
Chapter_2,Statistical significance
Chapter_2,irreducible uncertainties
Chapter_2,Paleoclimate Reference Periods
Chapter_2,Williams
Chapter_2,multiple
Chapter_2,industrialized era
Chapter_2,rapid climate change
Chapter_2,projected climate
Chapter_2,natural climate variations
Chapter_2,geographical changes
Chapter_2,mean temperature history
Chapter_2,geological era
Chapter_2,tectonic plates
Chapter_2,ism
Chapter_2,ocean passages
Chapter_2,literature citations
Chapter_2,paleontological changes
Chapter_2,Climate State
Chapter_2,Model Experiment Protocols
Chapter_2,animal communities
Chapter_2,tropical coral reefs
Chapter_2,Early Eocene Climatic Optimumb
Chapter_2,Continental positions
Chapter_2,tectonic plate movements
Chapter_2,seasonal polar darkness
Chapter_2,Miocene Climatic Optimumb
Chapter_2,Prolonged warm period
Chapter_2,Continental geography
Chapter_2,Cenozoic reef development
Chapter_2,MioMIP1
Chapter_2,Middle Miocene
Chapter_2,tropical temperatures
Chapter_2,NH continents
Chapter_2,Piacenzian warm period
Chapter_2,seasonal insolation cycle
Chapter_2,reduced sea ice
Chapter_2,West Antarctic ice sheets
Chapter_2,Boreal forests
Chapter_2,subtropical animals
Chapter_2,Coral reefs
Chapter_2,Ice sheets
Chapter_2,glacial refugia
Chapter_2,forest extent
Chapter_2,coral reef distribution
Chapter_2,ocean meridional overturning circulation
Chapter_2,boreal species ranges
Chapter_2,Community turnover
Chapter_2,Megafauna populations
Chapter_2,Approximate time
Chapter_2,industrial activities
Chapter_2,North African grasslands
Chapter_2,weakened monsoons
Chapter_2,temperate tree populations
Chapter_2,hydroclimate variability
Chapter_2,greenhouse gasses
Chapter_2,geosciences
Chapter_2,geologic period
Chapter_2,Medieval Warm Period
Chapter_2,climate reconstructions
Chapter_2,Grey horizontal bars
Chapter_2,important events
Chapter_2,Characteristic uncertainties
Chapter_2,global surface air temperature best estimates
Chapter_2,Climate Drivers
Chapter_2,ically mediated
Chapter_2,Orbital Forcing
Chapter_2,centennial variability
Chapter_2,TSI changes
Chapter_2,latitudinal receipt
Chapter_2,orbital variations
Chapter_2,65°N
Chapter_2,global average radiative forcing
Chapter_2,cosmogenic isotope datasets
Chapter_2,cosmogenic nuclides
Chapter_2,spectral solar irradiance
Chapter_2,SSI
Chapter_2,direct sunspot observations
Chapter_2,cosmogenic isotope data
Chapter_2,Total solar irradiance
Chapter_2,millennial experiments
Chapter_2,radiocarbon dataset
Chapter_2,historical forcing
Chapter_2,500 BCE
Chapter_2,SI
Chapter_2,TSI variability
Chapter_2,Volcanic Aerosol Forcing
Chapter_2,volcanic effects
Chapter_2,sulphate records
Chapter_2,SAOD reconstructions
Chapter_2,tropospheric pathways
Chapter_2,PMIP4 volcanic reconstruction
Chapter_2,Systematic uncertainties
Chapter_2,sulphate abundance
Chapter_2,proxy record
Chapter_2,explosive eruptions
Chapter_2,aerosol extinction
Chapter_2,complementary observations
Chapter_2,Merged datasets
Chapter_2,volcanic forcing estimates
Chapter_2,updated time series
Chapter_2,single scattering albedo
Chapter_2,asymmetry parameters
Chapter_2,perturbations
Chapter_2,individual volcanic eruptions
Chapter_2,warm geological periods
Chapter_2,ka
Chapter_2,otopes
Chapter_2,accuracy
Chapter_2,alkenone CO2 proxy
Chapter_2,phytoplankton proxies
Chapter_2,boron isotope CO2 proxy
Chapter_2,ice core CO2
Chapter_2,independent validation
Chapter_2,CO2 proxies
Chapter_2,Remaining uncertainties
Chapter_2,ocean sediment based proxies
Chapter_2,fossil plants
Chapter_2,palaeosol carbonates
Chapter_2,low sampling density
Chapter_2,CO2 uncertainty
Chapter_2,high age uncertainty
Chapter_2,target paleoclimate reference
Chapter_2,centennial periods
Chapter_2,multiple proxy types
Chapter_2,time interval
Chapter_2,Last Millennium rate of range
Chapter_2,bibliographic citation
Chapter_2,auxiliary information
Chapter_2,Reference Period
Chapter_2,Dataset Details
Chapter_2,WAIS Divide
Chapter_2,Law Dome
Chapter_2,EDML
Chapter_2,iple Dome
Chapter_2,Data uncertainty
Chapter_2,Permian
Chapter_2,Triassic
Chapter_2,56 Ma
Chapter_2,centennial rates
Chapter_2,carbon isotope data
Chapter_2,50 Ma
Chapter_2,CO2 mixing ratio
Chapter_2,alkenones
Chapter_2,mean CO2 mixing ratios
Chapter_2,Marine Isotope Stage KM5c interglacial
Chapter_2,light green bands
Chapter_2,uncertainty envelopes
Chapter_2,Mid Pleistocene Transition
Chapter_2,atmospheric CO2 mixing ratio
Chapter_2,ancient ice
Chapter_2,ancient ice cores
Chapter_2,2 mixing ratio
Chapter_2,horizontal black bars
Chapter_2,Last Deglacial Termination
Chapter_2,1600 CE
Chapter_2,gas diffusion
Chapter_2,snow layer
Chapter_2,CH4 changes
Chapter_2,LGM concentration
Chapter_2,global mean concentrations
Chapter_2,Greenland ice cores
Chapter_2,millennial variation
Chapter_2,analytical uncertainty
Chapter_2,ice core quality
Chapter_2,high temporal resolution records
Chapter_2,600 CE
Chapter_2,industrial N2O increase
Chapter_2,Multiple ice cores
Chapter_2,N2O concentrations
Chapter_2,surface global averages
Chapter_2,regional biospheric emissions
Chapter_2,global mean mixing ratios
Chapter_2,global spatial coverage
Chapter_2,CMIP6 historical dataset
Chapter_2,global annual mean mixing ratios
Chapter_2,network information
Chapter_2,ChangeNetworkSpecies
Chapter_2,data processing
Chapter_2,radiative calculations
Chapter_2,decimal places
Chapter_2,global measurements
Chapter_2,changing seasonality
Chapter_2,SIO
Chapter_2,UCI
Chapter_2,CO2 series
Chapter_2,surface mixing ratio
Chapter_2,Atmospheric CH4 fluctuations
Chapter_2,global surface annual mean
Chapter_2,Independent measurement networks
Chapter_2,global mean mixing ratio
Chapter_2,relative change
Chapter_2,WMGHG mixing ratios
Chapter_2,concentration
Chapter_2,Halogenated Greenhouse Gases
Chapter_2,Layer
Chapter_2,minor greenhouse gases
Chapter_2,Chlorofluorocarbons
Chapter_2,Global mean atmospheric mixing ratios
Chapter_2,AGAGE global networks
Chapter_2,global lifetimes
Chapter_2,refrigeration
Chapter_2,Global mean mixing ratios
Chapter_2,AGAGE networks
Chapter_2,sampling locations
Chapter_2,Perfluorocarbons
Chapter_2,Sulphur Hexafluoride
Chapter_2,Radiatively Important
Chapter_2,mobile air conditioning
Chapter_2,domestic refrigerators
Chapter_2,electrical distribution systems
Chapter_2,magnesium
Chapter_2,electrical systems
Chapter_2,electrical switch gear
Chapter_2,climate emissions metrics
Chapter_2,NF3
Chapter_2,SO2 f2
Chapter_2,fumigant
Chapter_2,CCl4
Chapter_2,CCl4 budget
Chapter_2,fire suppression
Chapter_2,CH2 cl2
Chapter_2,Perfluorocarbons CF4
Chapter_2,CF4
Chapter_2,C2 f6
Chapter_2,electronics industry
Chapter_2,polytetrafluoroethylene
Chapter_2,PTFE
Chapter_2,Teflon
Chapter_2,fluoropolymers
Chapter_2,atmospheric mixing ratios
Chapter_2,ERF growth
Chapter_2,halogenated gases
Chapter_2,Direct radiative forcings
Chapter_2,halogenated greenhouse gases
Chapter_2,Stratospheric Water Vapour
Chapter_2,satellite sensors
Chapter_2,latitudinal dependence
Chapter_2,global stratosphere
Chapter_2,SWV abundance
Chapter_2,tropical cold point tropopause temperatures
Chapter_2,convective lofting
Chapter_2,interannual changes
Chapter_2,tropical lower stratosphere
Chapter_2,82 hPa
Chapter_2,tropical stratosphere
Chapter_2,La Niña conditions
Chapter_2,ENSO neutral conditions
Chapter_2,merged satellite data records
Chapter_2,trend detection
Chapter_2,global stratospheric ozone
Chapter_2,Global annual mean total ozone
Chapter_2,mean total ozone
Chapter_2,Total ozone
Chapter_2,total ozone measurements
Chapter_2,annual mean total column ozone
Chapter_2,Dobson Units
Chapter_2,vertically integrated stratospheric ozone
Chapter_2,zonal bands
Chapter_2,total ozone
Chapter_2,polar ozone
Chapter_2,stratospheric regions
Chapter_2,polar stratospheric ozone
Chapter_2,stratospheric aerosol loading
Chapter_2,depletion events
Chapter_2,stratospheric ozone columns
Chapter_2,ozone depletions
Chapter_2,troposp
Chapter_2,rural surface sites
Chapter_2,European surface ozone
Chapter_2,Free tropospheric trends
Chapter_2,molecular oxygen
Chapter_2,surface ozone observations
Chapter_2,rural locations
Chapter_2,rural surface ozone
Chapter_2,surface ozone trends
Chapter_2,reliable UV absorption measurements
Chapter_2,free troposphere
Chapter_2,Tropospheric column
Chapter_2,free tropospheric trends
Chapter_2,ozonesonde observations
Chapter_2,average tropospheric column ozone increases
Chapter_2,weak tropospheric column ozone increases
Chapter_2,total ozone ERF
Chapter_2,global tropospheric ozone column increase
Chapter_2,tropospheric ozone trends
Chapter_2,Decadal ozone trends
Chapter_2,latitude
Chapter_2,average tropospheric column ozone mixing ratios
Chapter_2,TOST composite ozonesonde product
Chapter_2,composite satellite products
Chapter_2,latitude range
Chapter_2,isotopicevidence
Chapter_2,tropospheric ozone increase
Chapter_2,tropospheric column ozone
Chapter_2,Aerosol ERF uncertainty
Chapter_2,ERF uncertainty
Chapter_2,aeros
Chapter_2,Aerosol proxy records
Chapter_2,global dust deposition
Chapter_2,North Atlantic sediment records
Chapter_2,sulphate concentrations
Chapter_2,Sulphate
Chapter_2,BC concentrations
Chapter_2,Aerosol evolution
Chapter_2,averaged time series
Chapter_2,stacked sulphate record
Chapter_2,Linear trend
Chapter_2,annual mean AOD
Chapter_2,MODerate Resolution Imaging Spectroradiometer
Chapter_2,AERONET surface sunphotometer network
Chapter_2,MODIS instruments
Chapter_2,AERONET network
Chapter_2,AER
Chapter_2,ET retrievals
Chapter_2,Aura
Chapter_2,MISR radiometric observations
Chapter_2,broadband CERES satellite instrument
Chapter_2,in situ regional surface concentration measurements
Chapter_2,aerosol absorption coefficients
Chapter_2,Anthropogenic aerosol
Chapter_2,aerosol reanalysis
Chapter_2,Cloudiness
Chapter_2,cloud radiative properties
Chapter_2,aerosol abundance
Chapter_2,negative aerosol ERF
Chapter_2,Land Cover
Chapter_2,bedo
Chapter_2,mean annual surface warming
Chapter_2,global land surface
Chapter_2,pollen data
Chapter_2,historical data
Chapter_2,tropical deforestation
Chapter_2,temperate afforestation
Chapter_2,cropland intensification
Chapter_2,roughness
Chapter_2,biophysical response
Chapter_2,biophysical processes
Chapter_2,surface albedo changes
Chapter_2,decreased turbulent heat fluxes
Chapter_2,Assessed Climate Drivers
Chapter_2,WMGHG forcing
Chapter_2,Temporal evolution
Chapter_2,drivers
Chapter_2,central assessment values
Chapter_2,inset plot
Chapter_2,anthropogenic ERF
Chapter_2,quiescent period
Chapter_2,anthropogenic WMGHGs
Chapter_2,net effect
Chapter_2,surface solar radiation
Chapter_2,Land use
Chapter_2,ERF value
Chapter_2,climate system evolution
Chapter_2,Atmospheric indicators
Chapter_2,Monitor
Chapter_2,causal mechanisms
Chapter_2,discernible human influence
Chapter_2,global river runoff
Chapter_2,blue dot
Chapter_2,Cryospheric indicators
Chapter_2,regional sea level
Chapter_2,biospheric components
Chapter_2,thickness
Chapter_2,Oceanic indicators
Chapter_2,Salinity changes
Chapter_2,global ice volume
Chapter_2,oceanic overturning circulation
Chapter_2,biogeochemical activity
Chapter_2,plant assemblages
Chapter_2,table cell
Chapter_2,Surface Temperatures
Chapter_2,Ma
Chapter_2,temperature estimates
Chapter_2,maximum rate
Chapter_2,deglacial period
Chapter_2,proxy temperature
Chapter_2,multiple statistical approaches
Chapter_2,benthic isotope compilation
Chapter_2,single sites
Chapter_2,global average bottom water conditions
Chapter_2,multiple study sites
Chapter_2,global sea surface temperatures
Chapter_2,marine proxy data
Chapter_2,peak GMST anomalies
Chapter_2,LIG GMST reconstruction
Chapter_2,surface temperature history
Chapter_2,medium confidence ranges
Chapter_2,HadCRUTv5
Chapter_2,non-significant trends
Chapter_2,HadCRUT5 estimate
Chapter_2,late Holocene average
Chapter_2,northern extratropical land
Chapter_2,LGM temperature variability
Chapter_2,centennial scales
Chapter_2,SST records
Chapter_2,average annual NH temperatures
Chapter_2,Holocene period
Chapter_2,marine sites
Chapter_2,median GMST
Chapter_2,maximum warmth
Chapter_2,smoothed
Chapter_2,uncertain chronologies
Chapter_2,temperature reconstruction
Chapter_2,sedimentary archives
Chapter_2,boreal summer insolation
Chapter_2,warmest millennium
Chapter_2,Zonally averaged mean annual temperature reconstructions
Chapter_2,MH warmth
Chapter_2,regional proxy data syntheses
Chapter_2,GMST reconstruction
Chapter_2,proxy data compilation
Chapter_2,independent temperature reconstruction
Chapter_2,subsurface borehole temperature profiles
Chapter_2,PAGES 2k reconstruction
Chapter_2,Total warming
Chapter_2,instrumental archive data
Chapter_2,in situ marine reports
Chapter_2,World War
Chapter_2,International Surface Temperature Initiative
Chapter_2,land surface air temperature records
Chapter_2,marine data
Chapter_2,COBE SST2
Chapter_2,ship engine room intakes
Chapter_2,observation network
Chapter_2,global mean SST
Chapter_2,ATSR SST satellite retrievals
Chapter_2,hydrographical profiles
Chapter_2,coastal observations
Chapter_2,homogenized SST analyses
Chapter_2,dataset differences
Chapter_2,World War II
Chapter_2,ship observations
Chapter_2,HadSST4 dataset
Chapter_2,document residual uncertainties
Chapter_2,global temperature assessment
Chapter_2,marine air temperature
Chapter_2,SST product
Chapter_2,Observational datasets
Chapter_2,marine datasets
Chapter_2,MAT
Chapter_2,SST measurements
Chapter_2,data repository
Chapter_2,Land domain
Chapter_2,GHCNMv4 dataset
Chapter_2,GHCNMv3
Chapter_2,databank
Chapter_2,parametric uncertainty ensemble
Chapter_2,benchmarking analysis
Chapter_2,sampling effects
Chapter_2,CRUTEM dataset
Chapter_2,data completeness
Chapter_2,quality control measures
Chapter_2,global land dataset
Chapter_2,China Land Surface Air Temperature
Chapter_2,network density
Chapter_2,land datasets
Chapter_2,gridded estimates
Chapter_2,ISTI databank release
Chapter_2,pairwise homogenization algorithm
Chapter_2,GHCNMv4
Chapter_2,HadEX2
Chapter_2,HadGHCND
Chapter_2,GHCNDEX
Chapter_2,sparse data availability
Chapter_2,DTR
Chapter_2,DTR analysis
Chapter_2,Land Surface Air Temperature
Chapter_2,urbanizing
Chapter_2,standardization
Chapter_2,instrument shelters
Chapter_2,Combined data products
Chapter_2,Interpolation
Chapter_2,statistical imputation
Chapter_2,limited data
Chapter_2,gaussian random Markov fields
Chapter_2,Berkeley Earth merged product
Chapter_2,Antarctic observations
Chapter_2,Interpolated datasets
Chapter_2,spatial coverage requirements
Chapter_2,methodological degrees of freedom
Chapter_2,GMST in situ data products
Chapter_2,Dataset Period of
Chapter_2,Land Component
Chapter_2,SST Component
Chapter_2,Inclusion Criteria
Chapter_2,NASA GISTEMP v4
Chapter_2,NOAA GlobalTempv5
Chapter_2,ensemble estimates
Chapter_2,random uncertainty effects
Chapter_2,operational monitoring
Chapter_2,conventional surface datasets
Chapter_2,GMST average
Chapter_2,LSAT datasets
Chapter_2,SST warming
Chapter_2,surface temperature products
Chapter_2,global grid points
Chapter_2,data sets
Chapter_2,GMST values
Chapter_2,SST values
Chapter_2,data set providers
Chapter_2,Free Atmosphere
Chapter_2,stratospheric temperatures
Chapter_2,Dataset developments
Chapter_2,radiosonde estimates
Chapter_2,University of Vienna
Chapter_2,State University of New York
Chapter_2,University of Alabama
Chapter_2,lower stratosphere layer
Chapter_2,homogeneity issues
Chapter_2,300 hPa level
Chapter_2,identified biases
Chapter_2,STAR
Chapter_2,SSU dataset
Chapter_2,AMSU channels
Chapter_2,collocated radiosondes
